author,title
"Simon Moss, Edwin R. Hancock",Alignment and Correspondence Using Markov Chain Monte Carlo.
"Anna Puig, Dani Tost, Isabel Navazo",Features Detection and Navigation on Neurovascular Trees.
"Ana L. N. Fred, José M. N. Leitão",Clustering Under a Hypothesis of Smooth Dissimilarity Increments.
Nozha Boujemaa,On Competitive Unsupervised Clustering.
"Pankaj Kumar, Kuntal Sengupta, Surendra Ranganath",Real Time Detection and Recognition of Human Profiles Using Inexpensive Desktop Cameras.
"Jamie Sherrah, Shaogang Gong",VIGOUR: A System for Tracking and Recognition of Multiple People and their Activities.
Marcos Cordeiro d'Ornellas,A Multi-Scale Gradient Approach for Color-Based Morphological Segmentation.
"Alberto Sanfeliu, René Alquézar, Francesc Serratosa",Clustering of Attributed Graphs and Unsupervised Synthesis of Function-Described Graphs.
"Maricor Soriano, Birgitta Martinkauppi, Sami Huovinen, Mika Laaksonen",Skin Detection in Video under Changing Illumination Conditions.
"F. Y. Kwan, K. C. Cheung, I. Gibson",Automatic Extraction of Bone Boundaries from CT Scans Using an Intelligence-Based Approach.
"Norihiro Tanaka, Shoji Tominaga, Toshiyuki Kawai",Estimation of the Torrance-Sparrow Reflection Model from a Single Multi-Band Image.
"Xuejian Xiong, Kap Luk Chan",Towards An Unsupervised Optimal Fuzzy Clustering Algorithm for Image Database Organization.
"A. J. Sánchez, J. A. Marchant",Fusing 3D Information for Crop/Weeds Classification.
"Hideki Noda, Eiji Kawaguchi",Adaptive Speaker Identification Using Sequential Probability Ratio Test.
"Kunio Kashino, Takayuki Kurozumi, Hiroshi Murase",Feature Fluctuation Absorption for a Quick Audio Retrieval from Long Recordings.
"G. Gómez, Luis Enrique Sucar, José L. Marroquín",Probabilistic Estimation of Local Scale.
"Erwan Bigorgne, Catherine Achard, Jean Devars",An Invariant Local Vector for Content-Based Image Retrieval.
"Toru Abe, Yuki Matsuzawa",Multiple Active Contour Models with Application to Region Extraction.
"Justin A. Borgstadt, Nicola J. Ferrier",Interception of a Projectile Using a Human Vision-Based Strategy.
"Kemal Berk Yesin, Bradley J. Nelson, Nikolaos Papanikolopoulos, Richard M. Voyles, Donald Krantz",Active Video System for a Miniature Reconnaissance Robot.
"Enrique J. Bernabeu, Josep Tornero",Real-Time Generation of Collision-Free Paths for a Mobile Sphere.
"Yisheng Guan, Hong Zhang",Kinematic Graspability of a 2D Multifingered Hand.
"Jonathan M. Roberts, Elliot S. Duff, Peter I. Corke, Pavan Sikka, Graeme J. Winstanley, Jock Cunningham",Autonomous Control of Underground Mining Vehicles using Reactive Navigation.
"Yixin Chen, John E. McInroy",Identification and Decoupling Control of Flexure Jointed Hexapods.
"Hanumant Singh, Oscar Pizarro, Louis L. Whitcomb, Dana Yoerger",In-Situ Attitude Calibration for High Resolution Bathymetric Surveys with Underwater Robotic Vehicles.
"Antonio Bicchi, Alessia Marigo",Rolling Contacts and Dexterous Manipulation.
"Heiko Mosemann, T. Bierwirth, Friedrich M. Wahl, Sascha Stoeter",Generating Polyhedral Convex Cones from Contact Graphs for the Identification of Assembly Process States.
"Ziyi Lu, Bertram Emil Shi",Visual Tracking with Subpixel Resolution using an Analog VLSI Computational Sensor.
"Yunfeng Wang, Gregory S. Chirikjian",A New Potential Field Method for Robot Path Planning.
"Geng Wang, Imin Kao",Intelligent Soft Contact Surface Technology with MEMS in Robotic and Human Augmented Systems.
"Hideaki Takanobu, Takeo Maruyama, Atsuo Takanishi, Kayoko Ohtsuki, Masatoshi Ohnishi",Mouth Opening and Closing Training with 6-DOF Parallel Robot.
"Gabriel Ramírez, Saïd Zeghloul",A New Local Path Planner for Nonholonomic Mobile Robot Navigation in Cluttered Environments.
"Jerome Foret, Ming Xie, Jean-Guy Fontaine",Bordered Matrix for Singularity Robust Inverse Kinematics: A Methodological Aspect.
"Jae-Won Lee, Sukhan Lee",A New Data Fusion Method and its Application to State Estimation of Nonlinear Dynamic Systems.
"Datta N. Godbole, Tariq Samad, Vipin Gopal",Active Multi-Model Control for Dynamic Maneuver Optimization of Unmanned Air Vehicles.
"Michael Gienger, Klaus Löffler, Friedrich Pfeiffer",A Biped Robot that Jogs.
"Fred Large, Sepanta Sekhavat, Christian Laugier, Eric Gauthier",Towards Robust Sensor-Based Maneuvers for a Car-Like Vehicle.
"Sheng Lin, Andrew A. Goldenberg",Robust Damping Control of Wheeled Mobile Robots.
"Eric Guillo, Maxime Gautier",Dynamic Modeling and Identification of Earthmoving Engines without Kinematic Constraints: Application to the Compactor.
"Nancy S. Pollard, Fareed Behmaram-Mosavat",Force-Based Motion Editing for Locomotion Tasks.
"Abhinandan Jain, Guillermo Rodriguez",Computational Robot Dynamics Using Spatial Operators.
"Makoto Kaneko, Kensuke Harada, Toshio Tsuji",A Sufficient Condition for Manipulation of Envelope Family.
"Michael Barth, Tim Burkert, Christof Eberst, Norbert O. Stöffler, Georg Färber",Photo-Realistic Scene Prediction of Partially Unknown Environments for the Compensation of Time Delays in Telepresence Applications.
"Minoru Asada, Takamaro Tanaka, Koh Hosoda",Adaptive Binocular Visual Servoing for Independently Moving Target Tracking.
"Vassilis S. Kouikoglou, Yannis A. Phillis",Design of Product Specifications and Control Policies in a Single-Stage Production System.
"Dong-Jun Kim, Kab-Il Kim, Yuan F. Zheng, Zengqi Sun, Fuchun Sun",Design of Small Power Biped Robot by Load Sharing of Walking Gait.
"Koichi Hashimoto, Toshiro Noritsugu",Potential Switching Control in Visual Servo.
"Jey Won, Kathryn J. De Laurentis, Constantinos Mavroidis",Rapid Prototyping of Robotic Systems.
"Stefano Stramigioli, Herman Bruyninckx",Nonintrinsicity of References in Rigid Body Motions.
"Marc Rioux, François Blais, J.-Angelo Beraldin, Guy Godin, Pierre Boulanger, Michael A. Greenspan",Beyond Range Sensing: XYZ-RGB Digitizing and Modeling.
"Dean F. Hougen, Saifallah Benjaafar, Jordan Bonney, John Budenske, Mark Dvorak, Maria L. Gini, Howard French, Donald G. Krantz, Perry Y. Li, Fred Malver, Bradley J. Nelson, Nikolaos Papanikolopoulos, Paul E. Rybski, Sascha Stoeter, Richard M. Voyles, Kemal Berk Yesin",A Miniature Robotic System for Reconnaissance and Surveillance.
"Michael S. Branicky, Greg C. Causey, Roger D. Quinn",Modeling and Throughput Prediction for Flexible Parts Feeders.
"Paolo Fiorini, Gene Chalfant, Yuichi Tsumaki, Enrico Di Bernardo, Pietro Perona",An Intelligent Vision-Only Operator Interface for Dexterous Robots.
"H. D. Hoeg, A. Brett Slatkin, Joel W. Burdick, Warren Grundfest",Biomechanical Modeling of the Small Intestine as Required for the Design and Operation of a Robotic Endoscope.
"Ann Ramos Gravagne, Ian D. Walker",Towards Impulsive Manipulation: A General Algebraic Collision Model for Spatial Robots.
"Ian A. Gravagne, Ian D. Walker",On the Kinematics of Remotely-Actuated Continuum Robots.
"Weihua Sheng, Ning Xi, Mumin Song, Yifan Chen, James S. Rankin III",Automated CAD-Guided Automobile Part Dimensional Inspection.
"Pingtao Yan, MengChu Zhou, Reggie J. Caudill",A Life Cycle Engineering Approach to FMS Development.
"Danica Kragic, Henrik I. Christensen",Tracking Techniques for Visual Servoing Tasks.
"Patric Jensfelt, Olle Wijk, David J. Austin, Magnus Andersson",Experiments on Augmenting Condensation for Mobile Robot Localization.
"Robert E. Mahony, Rogelio Lozano",(Almost) Exact Path Tracking Control for an Autonomous Helicopter in Hover Manoeuvres.
"Jean Bosco Mbede, Xinhan Huang, Min Wang",Robust Fuzzy and Recurrent Neural Network Motion Control among Dynamic Obstacles for Robot Manipulators.
"Mohammad Reza Sirouspour, Simon P. DiMaio, S. E. Salcudean, Purang Abolmaesumi, C. Jones",Haptic Interface Control - Design Issues and Experiments with a Planar Device.
"Jungyun Kim, Hanjun Yeom, Frank C. Park, Y. I. Park, Munsang Kim",On the Energy Efficiency of CVT-Based Mobile Robots.
"Dong-Soo Kwon, Jee-Hwan Ryu, Pan-Mook Lee, Seok-Won Hong",Design of a Teleoperation Controller for an Underwater Manipulator.
"Mark Yim, David Duff, Kimon Roufas",PolyBot: A Modular Reconfigurable Robot.
"Steven Dubowsky, Frank Génot, Sara Godding, Hisamitsu Kozono, Adam Skwersky, Haoyong Yu, Long Shen Yu",PAMM - A Robotic Aid to the Elderly for Mobility Assistance and Monitoring: A Helping-Hand for the Elderly.
"Issa A. D. Nesnas, Mark W. Maimone, Hari Das Nayar",Rover Maneuvering for Autonomous Vision-Based Dexterous Manipulation.
"Hitoshi Arisumi, Kazuhito Yokoi, Kiyoshi Komoriya",Casting Manipulation (Braking Control for Catching Motion).
"Kapil Sharma, Wyatt S. Newman, Martin Weinhous, Gregory D. Glosser, Roger Macklis",Experimental Evaluation of a Robotic Image-Directed Radiation Therapy System.
"Howie Choset, Ercan Acar, Alfred A. Rizzi, Jonathan E. Luntz",Exact Cellular Decompositions in Terms of Critical Points of Morse Functions.
"Warren E. Dixon, Ian D. Walker, Darren M. Dawson, J. P. Hartranft",Fault Detection for Robot Manipulators with Parametric Uncertainty: A Prediction Error Based Approach.
"Nak Young Chong, Tetsuo Kotoku, Kohtaro Ohba, Kiyoshi Komoriya, Nobuto Matsuhira, Kazuo Tanie",Remote Coordinated Controls in Multiple Telerobot Cooperation.
"Minh-Chinh Nguyen, Volker Graefe",Self-Learning Vision-Guided Robots for Searching and Grasping Objects.
"Hannes Bleuler, Reymond Clavel, Jean-Marc Breguet, Hans Langen, Eric Pernette",Issues in Precision Motion Control and Microhandling.
"Victor Santibañez, Rafael Kelly, Miguel A. Llama",Fuzzy PD+ Control for Robot Manipulators.
"Amer S. alYahmadi, Tien C. Hsia",Internal Force-Based Impedance Control of Dual-Arm Manipulation of Flexible Objects.
"V. Vuskovic, M. Kauer, Gábor Székely, M. Reidy",Realistic Force Feedback for Virtual Reality Based Diagnostic Surgery Simulators.
Farhad Aghili,On-Orbit Calibration of the SPDM Force-Moment Sensor.
Markus Vincze,Dynamics and System Performance of Visual Servoing.
"Philippe Zanne, Guillaume Morel, Franck Plestan",Robust Vision Based 3D Trajectory Tracking Using Sliding Mode Control.
"Markus Ehrenmann, Despina Ambela, Peter Steinhaus, Rüdiger Dillmann",A Comparison of Four Fast Vision Based Object Recognition Methods for Programing by Demonstration Applications.
"Andrew Kusiak, Bill T. L. Tseng",Data Mining in Engineering Design: A Case Study.
"Kensuke Harada, Makoto Kaneko",Neighborhood Equilibrium Grasp for Multiple Objects.
"Jonathan E. Luntz, William Messner, Howie Choset",Closed-Loop Operation of Actuator Arrays.
"Toshio Morita, Hiroyasu Iwata, Shigeki Sugano",Human Symbiotic Robot Design Based on Division and Unification of Functional Requirements.
"Hod Lipson, Jordan B. Pollack",Towards Continuously Reconfigurable Self-Designing Robotics.
"Hiroki Tokashiki, Kenji Kaneko, Kazuo Tanie",Development of Independently-Controlled Position and Orientation Manipulator for Minute Work.
"Eric Hale, Nathan Schara, Joel W. Burdick, Paolo Fiorini",A Minimally Actuated Hopping Rover for Exploration of Celestial Bodies.
"Nancy A. Day, Jeffrey J. Joyce",A Framework for Multi-Notation Requirements Specification and Analysis.
"Rick Hubbard, Charles N. Schroeder, Nancy R. Mead",An Assessment of the Relative Efficiency of a Facilitator-Driven Requirements Collection Process with Respect to the Conventional Interview Method.
Pat Ferdinandi,The Requirement Set.
Motoshi Saeki,Patterns and Aspects for Use Cases: Reuse Techniques for Use Case Descriptions.
Nancy R. Mead,What Do You Mean I'm Practicing without a License? Certification and Licensing of Requirements Engineering Professionals.
"Martin S. Feather, Steven L. Cornford, Mark Gibbel",Scalable Mechanisms for Requirements Interaction Management.
"Anthony Finkelstein, Jeff Kramer",Software engineering: a roadmap.
"David A. Marca, Beth A. Perdue",A software engineering approach and tool set for developing Internet applications.
Adrian M. Colyer,From research to reward: challenges in technology transfer.
"Nigel Tracey, John Penix, Willem Visser","The First International Workshop on Automated Program Analysis, Testing and Verification."
Yusuf Pisan,Extending requirement specifications using analogy.
"Antonia Bertolino, Flavio Corradini, Paola Inverardi, Henry Muccini",Deriving test plans from architectural descriptions.
"Wolfgang Emmerich, Cecilia Mascolo, Anthony Finkelstein",Implementing incremental code migration with XML.
Radu Iosif,Formal verification applied to Java concurrent software.
"Victor R. Basili, Oliver Laitenberger, Forrest Shull, Ioana Rus",Improving software inspections by using reading techniques (tutorial session).
Steve Vinoski,Introduction to CORBA (tutorial session).
"Gregor Engels, Luuk Groenewegen",Object-oriented modeling: a roadmap.
"Daniel Jackson, Martin C. Rinard",Software analysis: a roadmap: a roadmap.
"K. Suzanne Barber, Stephen R. Jernigan",Hybrid domain representation archive (HyDRA) for requirements model synthesis across viewpoints (poster).
Marek Paralic,Contribution to simplifying the mobile agent programming.
David Garlan,Software architecture: a roadmap.
"George Birbilis, Manolis Koutlis, Kriton Kyrimis, George Tsironis, George Vasiliou",E-Slate: a software architectural style for end-user programming.
Robert S. Brewer,Improving problem-oriented mailing list archives with MCS.
"Filippo Ricca, Paolo Tonella",Web Site Analysis: Structure and Evolution.
"Bruno Caprile, Paolo Tonella",Restructuring Program Identifier Names.
"Houari A. Sahraoui, Robert Godin, Thierry Miceli",Can Metrics Help to Bridge the Gap between the Improvement of OO Design Quality and its Automation?
"Giuseppe A. Di Lucca, Anna Rita Fasolino, Ugo de Carlini",Recovering Class Diagrams from Data-Intensive Legacy Systems.
"Don S. Batory, Clay Johnson, Bob MacDonald, Dale von Heeder",Achieving Extensibility Through Product-Lines and Domain-Specific Languages: A Case Study.
"Jacob L. Cybulski, Karl Reed",Requirements Classification and Reuse: Crossing Domain Boundaries.
Hassan Gomaa,Object Oriented Analysis and Modeling for Families of Systems with UML.
"Abdulmotaleb El-Saddik, Shervin Shirmohammadi, Nicolas D. Georganas, Ralf Steinmetz",JASMINE: Java Application Sharing in Multiuser INteractive Environments.
"Rüdiger Weis, Jürgen Vogel, Wolfgang Effelsberg, Werner Geyer, Stefan Lucks",How to Make a Digital Whiteboard Secure - Using Java-Cards for Multimedia Applications.
"Ralf Ackermann, Vasilios Darlagiannis, Utz Roedig, Ralf Steinmetz",Using DMIF for Abstracting from IP-Telephony Signaling Protocols.
"Dimitrios Miras, Richard J. Jacobs, Vicky Hardman",Utility-Based Inter-stream Adaptation of Layered Streams in a Multiple-Flow IP Session.
"Mauricio Cortes, J. Robert Ensor","""Mix and Match"" Media Servers."
"Tzi-cker Chiueh, Prashant Pradhan",Cache Memory Design for Network Processors.
"Renato J. O. Figueiredo, José A. B. Fortes",Impact of Heterogeneity on DSM Performance.
"Alexis Vartanian, Jean-Luc Bechennec, Nathalie Drach-Temam",The Best Distribution for a Parallel OpenGL 3D Engine with Texture Caches.
"Jochen Fischer, Andreas Schreiber, Martin Strietzel",Script Wrapper for Software Integration Systems.
"Kiyoko Aoki, D. T. Lee",A Web-Based Distributed Programming Environment.
"Otilia Werner-Kytölä, Walter F. Tichy",Self-Tuning Parallelism.
"Thomas Walter, Lukas Ruf, Bernhard Plattner",Easy Teach & Learn: A Web-Based Adaptive Middleware for Creating Virtual Classrooms.
"Emanuele Panizzi, Giuseppe Sacco",The APEmille Project.
Marco Danelutto,Task Farm Computations in Java.
"Renata Slota, Harald Kosch, Darin Nikolow, Marek Pogoda, Klaus Breidler, Stefan Podlipnig",MMSRS - Multimedia Storage and Retrieval System for a Distributed Medical Information System.
"J. Santoso, G. Dick van Albada, B. A. A. Nazief, Peter M. A. Sloot",Simulating Job Scheduling for Clusters of Workstations.
"Craig J. Patten, Kenneth A. Hawick",Flexible High-Performance Access to Distributed Storage Resources.
"Randall Bramley, Kenneth Chiu, Shridhar Diwan, Dennis Gannon, Madhusudhan Govindaraju, Nirmal Mukhi, Benjamin Temko, Madhuri Yechuri",A Component based Services Architecture for Building Distributed Applications.
"Mary Thomas, Stephen Mock, Jay Boisseau",Development of Web Toolkits for Computational Science Portals: The NPACI HotPage.
"Douglas Thain, Miron Livny",Bypass: A Tool for Building Split Execution Systems.
"Dongyan Xu, Klara Nahrstedt, Arun Viswanathan, Duangdao Wichadakul",QoS and Contention-Aware Multi-Resource Reservation.
"Ricardo Bianchini, Enrique V. Carrera",Evaluating Cluster-based Network Servers.
"Jeffrey E. Boyd, J. Little",Phase in Model-Free Perception of Gait.
"Satoshi Yonemoto, Daisaku Arita, Rin-ichiro Taniguchi",Real-Time Human Motion Analysis and IK-Based Human Figure Control.
